NationalParkName,OBJECTID,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,UNITCODE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYERROR,INPLACES,GlobalID
Great Smoky Mountains National Park,1044,Big Fork Ridge Trail,,Big Fork Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1045,Bote Mountain Trail,,Bote Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1046,Bote Mountain Trail,,Bote Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1047,Boulevard Trail,,Boulevard Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1048,Brushy Mountain Trail,,Brushy Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1049,Bullhead Trail,,Bullhead Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1050,Cabin Flats Trail,,Cabin Flats Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-07-06T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1051,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1052,Cades Cove Horse Trail,,Cades Cove Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-16T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1053,Cades Cove Nature Trail,,Cades Cove Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2007-08-09T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1054,Caldwell Fork Trail,,Caldwell Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1055,Cataloochee Divide Trail,,Cataloochee Divide Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 2: Minor Development;,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1056,Cataloochee Divide Trail,,Cataloochee Divide Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1057,Deep Creek Horse Trail,,Deep Creek Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1058,Chestnut Branch Trail,,Chestnut Branch Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1059,Chimney Tops Trail,,Chimney Tops Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1060,Clingmans Dome Trail,,Clingmans Dome Trail,Park Trail (only),Existing,Asphalt,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1061,Clingmans Dome Bypass Trail,,Clingmans Dome Bypass Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1062,Cold Spring Gap Trail,,Cold Spring Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1063,Cooper Creek Trail,,Cooper Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1064,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-02-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1065,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-02-21T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1066,Cooper Road Trail,,Cooper Road Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-08-03T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1067,Cosby Nature Trail,,Cosby Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-27T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1068,Cove Hardwood Nature Trail,,Cove Hardwood Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1069,Cove Hardwood Nature Trail,,Cove Hardwood Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1070,Crooked Arm Ridge Trail,,Crooked Arm Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1071,Cucumber Gap Trail,,Cucumber Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1072,Curry Mountain Trail,,Curry Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1073,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1074,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1075,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1076,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1077,Deep Creek Horse Trail,,Deep Creek Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1078,Deep Creek Horse Trail,,Deep Creek Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1079,Juney Whank Falls Trail,,Juney Whank Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1080,Loop Trail,,Loop Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1081,Deeplow Gap Trail,,Deeplow Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1082,Deeplow Gap Trail,,Deeplow Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1083,Dry Sluice Gap Trail,,Dry Sluice Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1084,Big Dudley Concession Horse Trail,,Big Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1085,Big Dudley Concession Horse Trail,,Big Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1086,Big Dudley Concession Horse Trail,,Big Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1087,Big Dudley Concession Horse Trail,,Big Dudley Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1088,Duds Branch Concession Horse Trail,,Duds Branch Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1089,Bell Branch Concession Horse Trail,,Bell Branch Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1090,Enloe Creek Trail,,Enloe Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1091,Fork Ridge Trail,,Fork Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1092,Forney Creek Trail,,Forney Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-10-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1093,Forney Ridge Trail,,Forney Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1094,Gabes Mountain Trail,,Gabes Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1095,Gatlinburg Trail,,Gatlinburg Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1096,Gatlinburg Trail,,Gatlinburg Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1097,Goldmine Loop Trail,,Goldmine Loop Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1098,Grapeyard Ridge Trail,,Grapeyard Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1099,Gregory Bald Trail,,Gregory Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1100,Gregory Ridge Trail,,Gregory Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1101,Hannah Mountain Trail,,Hannah Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1102,Hannah Mountain Trail,,Hannah Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1103,Hatcher Mountain Trail,,Hatcher Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1104,Hazel Creek Trail,,Hazel Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-10-10T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1105,Hemphill Bald Trail,,Hemphill Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1106,High Rocks Trail,,High Rocks Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1107,Fighting Creek Nature Trail,,Fighting Creek Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1108,Fighting Creek Nature Trail,,Fighting Creek Nature Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1109,Huskey Gap Trail,,Huskey Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1110,Hyatt Ridge Trail,,Hyatt Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1111,Indian Creek Trail,,Indian Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1112,Indian Creek Trail,,Indian Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1113,Indian Grave Gap Trail,,Indian Grave Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1114,Indian Grave Gap Trail,,Indian Grave Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1115,John Oliver Cabin access ,,John Oliver Cabin access ,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1116,Jakes Creek Trail,,Jakes Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-03T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1117,Jonas Creek Trail,,Jonas Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1118,Juney Whank Falls Trail,,Juney Whank Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1119,Juney Whank Falls Trail,,Juney Whank Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1120,Juney Whank Falls Trail,,Juney Whank Falls Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-02-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1121,Lakeshore Trail,,Lakeshore Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-04T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1122,Lakeshore Trail,,Lakeshore Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-04T00:00:00.000Z,> 1 m and <= 5 m,,
